monkey_id,body,face
2510,"(325, 1498, 2562, 5035)","(317, 1514, 1412, 2490)"
2511,"(642, 1054, 3045, 4408)","(634, 1102, 1562, 1942)"
2512,"(1237, 928, 3648, 4559)","(1221, 936, 2316, 1950)"
2513,"(785, 1007, 3244, 4416)","(809, 1015, 1689, 2180)"
2514,"(0, 2386, 1094, 5472)","(71, 2569, 1047, 3536)"
2515,"(515, 777, 3648, 4717)","(1364, 785, 2419, 2085)"
2516,"(642, 1443, 2895, 3909)","(1039, 1451, 1753, 2204)"
2517,"(1158, 1173, 3077, 5472)","(1427, 1205, 2379, 2355)"
2518,"(547, 1189, 2617, 5472)","(714, 1221, 1919, 2466)"
2519,"(619, 2632, 1396, 5472)","(627, 2640, 1396, 3330)"
2520,"(682, 1403, 2720, 5472)","(833, 1419, 2070, 2759)"
2521,"(793, 2632, 1610, 5472)","(809, 2640, 1602, 3378)"
2522,"(841, 579, 3648, 4805)","(777, 603, 1832, 1824)"
2523,"(2657, 325, 3648, 2767)","(3109, 333, 3648, 1237)"
2524,"(785, 1760, 2673, 4178)","(1047, 1776, 1776, 2601)"
2525,"(603, 2394, 2562, 5003)","(1031, 2402, 1776, 3140)"
2526,"(2546, 1950, 3386, 3235)",
2527,"(1094, 579, 3648, 5472)","(1063, 595, 2641, 2386)"
2528,"(389, 428, 3648, 5472)","(373, 420, 1824, 2188)"
2529,"(642, 832, 3648, 5472)","(642, 832, 1943, 2569)"
2530,"(515, 674, 3648, 5146)","(500, 698, 1713, 2157)"
2531,"(722, 603, 3648, 5185)","(698, 634, 1998, 2323)"
2532,"(555, 515, 3156, 4131)","(547, 515, 1697, 2061)"
2533,"(492, 1554, 3014, 5472)","(484, 1816, 1689, 3037)"
2534,"(682, 2743, 1697, 4567)","(809, 2735, 1578, 3417)"
2535,"(991, 1713, 3283, 5472)","(983, 1720, 2157, 3021)"
2536,"(3101, 1673, 3648, 3861)","(2125, 1911, 2490, 2355)"
2537,,
2538,"(769, 1491, 2498, 4091)","(1443, 1491, 2205, 2299)"
2539,"(2284, 1229, 3648, 3092)","(2284, 1229, 2776, 1705)"
2540,"(63, 2133, 3307, 4147)","(79, 2585, 1253, 3758)"
2541,"(246, 2220, 2958, 4741)","(254, 3156, 1610, 4416)"
2542,"(0, 2529, 3299, 4630)","(0, 3029, 1269, 4384)"
2543,"(1118, 250, 4473, 3177)","(2224, 238, 3462, 1642)"
2544,"(1499, 238, 3283, 3081)","(2248, 226, 3033, 654)"
2545,"(3271, 452, 5472, 3648)","(3295, 500, 4223, 1630)"
2546,"(464, 0, 1772, 2736)",
2547,"(3545, 1570, 4247, 3593)",
2548,"(3299, 4028, 3648, 5472)","(3315, 4036, 3648, 5074)"
2549,"(1190, 975, 2768, 4472)","(2244, 2061, 2776, 2696)"
2550,"(0, 1070, 3648, 5472)","(809, 1094, 2102, 2838)"
2551,"(0, 2038, 658, 2466)",
2552,"(0, 817, 3410, 5472)","(254, 825, 1618, 2164)"
2553,"(0, 2363, 523, 2688)",
2554,"(2458, 0, 3648, 753)",
2555,"(0, 809, 3513, 5472)","(880, 832, 2173, 2093)"
2556,"(0, 2204, 555, 3346)",
2557,"(1848, 0, 3402, 1015)",
2558,"(0, 928, 3228, 5472)","(785, 943, 2102, 2172)"
2559,"(0, 3203, 579, 3425)",
2560,"(2133, 0, 3577, 1403)",
2561,"(246, 1300, 3347, 5472)","(1118, 1300, 2252, 2418)"
2562,"(0, 2545, 983, 3607)",
2563,"(3370, 0, 3648, 1491)",
2564,"(1975, 0, 3370, 1483)",
2565,"(167, 1292, 3212, 5472)","(983, 1348, 2189, 2561)"
2566,"(0, 381, 3418, 5368)","(738, 373, 2133, 1871)"
2567,"(1332, 79, 2799, 2838)","(1316, 95, 2165, 943)"
2568,"(0, 309, 1380, 2838)","(428, 309, 1190, 1054)"
2569,"(389, 1229, 3648, 5472)","(1205, 1237, 2673, 2664)"
2570,"(1007, 396, 2355, 3163)","(1015, 420, 1848, 1213)"
2571,"(0, 674, 1142, 3171)","(103, 666, 833, 1403)"
2572,"(404, 1498, 3648, 5472)","(1023, 1522, 2435, 2830)"
2573,"(0, 2363, 2554, 5472)","(555, 2363, 1618, 3322)"
2574,"(0, 1015, 2950, 5447)","(1372, 999, 2569, 2450)"
2575,"(0, 2608, 2895, 5472)","(2300, 2608, 2895, 3362)"
2576,"(753, 1189, 3140, 5114)","(825, 1435, 2102, 2727)"
2577,"(0, 2854, 2435, 5456)","(1729, 2862, 2451, 3449)"
2578,"(222, 1110, 2704, 5472)","(476, 1126, 1761, 2656)"
2579,"(0, 2474, 2998, 5472)","(2181, 2458, 2982, 3108)"
2580,"(658, 777, 3188, 5138)","(650, 928, 1975, 2339)"
2581,"(0, 2482, 2704, 5472)","(1911, 2505, 2728, 3013)"
2582,"(436, 698, 3093, 4987)","(436, 983, 1832, 2402)"
2583,"(0, 2149, 3228, 5472)","(2252, 2157, 3228, 2807)"
2584,"(650, 515, 3489, 4868)","(1031, 563, 2276, 2212)"
2585,"(127, 2268, 2728, 5472)","(753, 2283, 1832, 3370)"
2586,"(1689, 832, 3481, 5431)","(2308, 840, 3450, 2371)"
2587,"(381, 2394, 2609, 5472)","(508, 2394, 1546, 3528)"
2588,"(1697, 1197, 3648, 5312)","(2276, 1205, 3394, 2807)"
2589,,"(0, 4051, 515, 5415)"
2590,"(888, 1292, 3315, 4995)","(1578, 1300, 2768, 2521)"
2591,"(0, 690, 1864, 4709)","(730, 706, 1681, 1673)"
2592,"(1665, 4067, 3648, 5472)","(3561, 4075, 3648, 4599)"
2593,"(968, 1713, 3410, 5472)","(1824, 1713, 2934, 2926)"
2594,"(0, 1395, 2094, 5035)","(1118, 1372, 2102, 2299)"
2595,"(999, 1348, 3410, 5027)","(1586, 1340, 2704, 2513)"
2596,"(0, 936, 1840, 4694)","(888, 936, 1864, 1982)"
2597,,"(1864, 1102, 2514, 1506)"
2598,"(1772, 274, 4473, 3224)","(1856, 583, 3081, 1987)"
2599,"(702, 1630, 2367, 2855)",
2600,"(1618, 309, 4354, 3284)","(1832, 333, 3045, 1832)"
2601,"(488, 1713, 2415, 2820)",
2602,"(1891, 226, 4544, 3355)","(1903, 595, 3152, 2070)"
2603,"(809, 1868, 3521, 2974)",
2604,"(0, 0, 345, 1392)",
2605,"(1844, 83, 4842, 3165)","(1891, 452, 3057, 1939)"
2606,"(678, 1499, 3616, 2760)",
2607,"(0, 0, 952, 607)",
2608,"(2129, 0, 5044, 2820)","(2141, 0, 3474, 1547)"
2609,"(809, 773, 3616, 2368)",
2610,"(0, 0, 940, 345)",
2611,"(1047, 0, 4758, 3648)","(2427, 0, 3688, 369)"
2612,"(1225, 12, 4425, 3648)","(1808, 0, 3117, 1249)"
2613,"(0, 0, 749, 880)",
2614,"(1808, 500, 4247, 3415)","(2153, 547, 2998, 1642)"
2615,"(0, 0, 1713, 1404)",
2616,"(1511, 535, 3854, 2879)","(1606, 571, 2522, 1642)"
2617,"(0, 0, 1083, 1380)",
2618,"(1903, 464, 4366, 3058)","(2022, 512, 2926, 1642)"
2619,"(2070, 1547, 2688, 2427)",
2620,"(0, 0, 1451, 1130)",
2621,"(0, 1392, 630, 1975)",
2622,"(1808, 464, 4330, 3129)","(2022, 535, 2974, 1713)"
2623,"(1368, 1392, 2879, 2808)","(2391, 1428, 2855, 2023)"
2624,"(0, 0, 1201, 1475)",
2625,"(492, 2085, 2863, 4480)","(611, 2299, 1507, 3378)"
2626,"(63, 3156, 1515, 4630)",
2627,"(698, 1784, 2990, 4131)","(698, 1919, 1610, 3029)"
2628,"(167, 2648, 1665, 3877)","(1435, 2664, 1650, 2989)"
2629,"(841, 1831, 3156, 4083)","(849, 2038, 1776, 3132)"
2630,"(317, 2735, 1832, 3885)","(1618, 2751, 1816, 3005)"
2631,"(0, 817, 301, 1998)",
2632,"(872, 1705, 3148, 3980)","(872, 1863, 1768, 2926)"
2633,"(301, 2450, 1816, 3750)","(1578, 2466, 1808, 2902)"
2634,"(0, 412, 365, 1237)",
2635,"(500, 1871, 2792, 4194)","(500, 1855, 1443, 2989)"
2636,"(0, 2751, 1483, 3948)","(1205, 2751, 1459, 3132)"
2637,"(167, 2022, 2094, 4353)","(864, 2038, 1665, 2846)"
2638,"(262, 1705, 2197, 4202)","(968, 1744, 1729, 2553)"
2639,"(460, 1713, 2379, 4186)","(1126, 1744, 1935, 2569)"
2640,"(777, 2109, 2760, 4527)","(1523, 2117, 2339, 2973)"
2641,"(214, 1927, 1903, 4464)","(714, 1927, 1531, 2767)"
2642,"(0, 2997, 484, 4186)",
2643,"(309, 1982, 2117, 4622)","(745, 1974, 1673, 2902)"
2644,"(0, 2743, 579, 4305)",
2645,"(944, 1387, 2498, 4226)","(1324, 1395, 2181, 2260)"
2646,"(301, 2513, 523, 4155)",
2647,"(983, 698, 2593, 3496)","(1396, 706, 2268, 1665)"
2648,"(436, 3108, 849, 3687)",
2649,"(2563, 394, 5472, 3254)","(3007, 394, 3821, 1257)"
2650,"(1935, 604, 3118, 2909)","(1935, 604, 2674, 1331)"
2651,"(1122, 1048, 2292, 3205)","(1134, 1085, 1750, 1763)"
2652,"(2761, 111, 4794, 3279)","(3093, 160, 3981, 1060)"
2653,"(1886, 444, 3611, 2810)","(2120, 468, 2884, 1319)"
2654,"(456, 1122, 2280, 3316)","(875, 1159, 1516, 1935)"
2655,"(5164, 3143, 5472, 3648)",
2656,"(1906, 2127, 3648, 5208)","(2251, 2127, 2999, 3006)"
2657,"(1347, 3171, 3130, 5085)","(1331, 3179, 1997, 3976)"
2658,"(58, 3779, 1725, 5472)","(66, 3754, 797, 4469)"
2659,"(1117, 0, 2711, 353)",
2660,"(2921, 345, 4745, 3575)","(3229, 394, 3993, 1220)"
2661,"(2243, 974, 3611, 3168)","(2231, 1011, 2921, 1763)"
2662,"(900, 1467, 2194, 3550)","(1097, 1479, 1849, 2157)"
2663,"(3032, 370, 4967, 3303)","(3315, 370, 4104, 1220)"
2664,"(2157, 1257, 3894, 3180)","(2403, 1282, 3081, 2132)"
2665,"(863, 1344, 2563, 3488)","(1269, 1368, 1886, 2095)"
2666,"(2982, 271, 4967, 3192)","(3278, 296, 4042, 1196)"
2667,"(2292, 1196, 3845, 3143)","(2329, 1368, 3069, 2157)"
2668,"(863, 1294, 2440, 3377)","(1109, 1331, 1762, 2083)"
2669,"(3512, 210, 5262, 3156)","(3697, 234, 4424, 1122)"
2670,"(2600, 1048, 4215, 3057)","(2526, 1220, 3352, 2058)"
2671,"(1430, 1430, 3069, 3192)","(1762, 1430, 2514, 2145)"
2672,"(875, 863, 1947, 2761)","(1343, 887, 1960, 1442)"
2673,"(1864, 152, 3984, 2472)","(3160, 192, 3992, 1160)"
2674,"(976, 312, 2208, 2208)","(984, 400, 1712, 1224)"
2675,"(2872, 656, 5056, 2840)","(4216, 664, 4856, 1528)"
2676,"(0, 1048, 1768, 2480)","(24, 1048, 552, 1720)"
2677,"(2240, 480, 4016, 2888)","(3248, 488, 4024, 1472)"
2678,"(1448, 816, 2552, 2632)","(1432, 904, 2168, 1688)"
2679,"(3544, 960, 5264, 3152)","(4144, 928, 4960, 1624)"
2680,"(240, 1688, 2168, 3040)","(240, 1920, 824, 2520)"
2681,"(2144, 576, 4024, 2976)","(3208, 584, 3952, 1512)"
2682,"(1304, 912, 2440, 2704)","(1264, 1160, 2032, 1936)"
2683,"(3488, 936, 5208, 3257)","(3976, 960, 4712, 1632)"
2684,"(224, 1736, 2104, 3064)","(248, 1960, 808, 2552)"
2685,"(1720, 848, 4152, 2992)","(2096, 1104, 2760, 1968)"
2686,"(2112, 416, 2976, 2264)","(2296, 424, 2968, 1040)"
2687,"(4008, 600, 5224, 2848)","(4272, 624, 4896, 1312)"
2688,"(528, 1464, 2744, 3369)","(536, 2456, 1112, 3040)"
2689,"(1024, 624, 3592, 2792)","(1504, 776, 2184, 1744)"
2690,"(1136, 328, 2584, 2104)","(1576, 312, 2200, 856)"
2691,"(3656, 1096, 5456, 2992)","(3784, 1088, 4456, 1832)"
2692,"(0, 1168, 2152, 3080)","(0, 2168, 552, 2832)"
2693,"(0, 2844, 814, 5021)",
2694,"(474, 2903, 1803, 5326)","(480, 2920, 1177, 3763)"
2695,"(0, 2013, 1317, 4272)",
2696,"(960, 2440, 2365, 4571)","(1106, 2458, 1932, 3295)"
2697,"(984, 144, 2952, 3305)","(1616, 136, 2384, 936)"
2698,"(840, 856, 1848, 2944)","(880, 880, 1544, 1688)"
2699,"(2496, 1952, 3904, 3648)","(2704, 2128, 3464, 2864)"
2700,"(299, 1223, 2347, 4495)","(1083, 1229, 1873, 1972)"
2701,"(263, 2025, 1253, 4155)","(258, 2042, 814, 2815)"
2702,"(2072, 3014, 3483, 4881)","(2242, 3020, 3021, 3810)"
2703,"(790, 1405, 2939, 4372)","(948, 1428, 1692, 2294)"
2704,"(726, 2364, 1838, 4202)","(708, 2780, 1463, 3260)"
2705,"(2669, 2616, 3648, 4419)","(2704, 2856, 3448, 3593)"
2706,"(1544, 984, 3456, 2768)","(1544, 1576, 2384, 2352)"
2707,"(1673, 789, 3936, 2652)","(2147, 989, 2999, 1747)"
2708,"(1694, 779, 3851, 2800)","(1726, 810, 2526, 1726)"
2709,"(1421, 821, 3262, 2989)","(1694, 874, 2536, 1758)"
2710,"(1484, 1158, 3315, 3115)","(1673, 1168, 2494, 2126)"
2711,"(1389, 558, 3188, 3263)","(2168, 610, 3041, 1505)"
2712,"(793, 1971, 2582, 4145)","(1066, 2006, 1838, 2953)"
2713,"(1115, 1831, 2722, 3928)","(1115, 2174, 1929, 3107)"
2714,"(260, 2062, 1999, 3928)","(428, 2041, 1319, 3023)"
2715,"(737, 1964, 2778, 4131)","(1656, 1978, 2399, 2749)"
2716,"(0, 2174, 1024, 3963)","(288, 2153, 912, 2932)"
2717,"(1284, 453, 2873, 2947)","(1305, 484, 2052, 1368)"
2718,"(695, 842, 1652, 3021)","(695, 853, 1452, 1589)"
2719,"(3431, 1189, 5472, 3326)","(4220, 1210, 4925, 1937)"
2720,"(2504, 1431, 3725, 3105)","(3136, 1442, 3746, 2094)"
2721,"(968, 442, 2789, 2747)","(1031, 442, 1684, 1337)"
2722,"(642, 800, 1705, 2884)","(684, 789, 1357, 1537)"
2723,"(3241, 1021, 5325, 3210)","(3957, 1031, 4693, 1705)"
2724,"(2315, 1063, 3473, 3010)","(2768, 1105, 3325, 1684)"
2725,"(0, 2174, 309, 3991)",
2726,"(898, 1964, 3108, 4454)","(1480, 1950, 2210, 2679)"
2727,"(0, 2336, 1066, 4299)","(428, 2343, 1052, 2960)"
2728,"(0, 1606, 1003, 4103)","(0, 1627, 154, 2329)"
2729,"(680, 1880, 2245, 4377)","(709, 2027, 1382, 2644)"
2730,"(0, 2216, 470, 4271)",
2731,"(323, 2258, 1964, 4552)","(316, 2258, 968, 2855)"
2732,"(0, 1985, 1333, 4369)","(0, 1999, 295, 2869)"
2733,"(751, 2483, 2547, 4384)","(1368, 2462, 1929, 3121)"
2734,"(779, 295, 2736, 2936)","(831, 358, 1589, 1189)"
2735,"(768, 926, 1473, 2568)","(894, 1010, 1252, 1463)"
2736,"(3220, 1042, 4809, 2852)","(3483, 1084, 4062, 1800)"
2737,"(1214, 1683, 3136, 4391)","(1480, 1690, 2203, 2525)"
2738,"(695, 2132, 1789, 4426)","(744, 2146, 1347, 2834)"
2739,"(2953, 2553, 3648, 4187)","(3150, 2581, 3613, 3107)"
2740,"(154, 2399, 716, 3808)",
2741,"(716, 1550, 2890, 4299)","(1045, 1550, 1796, 2350)"
2742,"(182, 1866, 1333, 4292)","(302, 1866, 933, 2581)"
2743,"(2441, 2357, 3648, 4096)","(2785, 2364, 3339, 2939)"
2744,"(540, 1613, 2526, 4299)","(807, 1613, 1550, 2406)"
2745,"(49, 2139, 1094, 4292)","(49, 2153, 638, 2883)"
2746,"(2329, 2378, 3648, 4152)","(2848, 2378, 3388, 2988)"
2747,"(1978, 284, 3736, 3021)","(2220, 295, 2904, 1105)"
2748,"(958, 1031, 2462, 2936)","(947, 1189, 1557, 1884)"
2749,"(3567, 1305, 4925, 2884)","(4146, 1316, 4693, 1800)"
2750,"(1810, 831, 3820, 3242)","(1873, 853, 2568, 1705)"
2751,"(1084, 1179, 2515, 3094)","(1084, 1505, 1536, 2052)"
2752,"(2031, 810, 4115, 3178)","(2210, 842, 2852, 1663)"
2753,"(1315, 1168, 2820, 3063)","(1357, 1400, 1905, 2073)"
2754,"(1052, 1522, 3431, 3829)","(1410, 1557, 2105, 2427)"
2755,"(428, 1817, 2154, 3745)","(456, 2083, 1129, 2791)"
2756,"(1473, 2819, 3606, 5169)","(1529, 2981, 2161, 3857)"
2757,"(666, 3254, 2427, 5267)","(645, 3619, 1347, 4278)"
2758,"(3003, 0, 3648, 1417)","(3276, 0, 3648, 238)"
2759,"(0, 428, 3648, 5472)","(1508, 582, 2939, 2181)"
2760,"(3374, 1753, 3648, 2834)",
2761,"(2911, 1431, 3648, 2272)","(2939, 1669, 3557, 2223)"
2762,"(0, 77, 3648, 5472)","(1066, 70, 2610, 1901)"
2763,"(3339, 1873, 3648, 2869)",
2764,"(2441, 1241, 3311, 2350)","(2448, 1788, 3087, 2350)"
2765,"(0, 0, 3578, 5472)","(1242, 0, 2771, 1522)"
2766,"(2953, 1704, 3648, 3002)",
2767,"(358, 344, 3297, 5472)","(1684, 309, 3059, 1746)"
2768,"(1396, 926, 2953, 4657)","(1431, 961, 2504, 2139)"
2769,"(1887, 4559, 3431, 5472)","(1894, 4587, 2308, 5155)"
2770,"(631, 168, 2497, 3857)","(1165, 147, 2105, 1291)"
2771,"(1513, 3975, 2532, 5279)","(1444, 3952, 1984, 4631)"
2772,"(2347, 3836, 3648, 5472)",
2773,"(786, 224, 2722, 4082)","(786, 238, 1964, 1438)"
2774,"(1598, 3782, 2594, 5472)","(1683, 3759, 2223, 4137)"
2775,"(2532, 3944, 3648, 5472)",
2776,"(807, 295, 2638, 5218)",
2777,"(702, 379, 2645, 5472)","(1508, 891, 2147, 1508)"
2778,"(793, 512, 2568, 5472)","(1424, 1129, 2224, 1746)"
2779,"(772, 610, 2420, 5472)","(1347, 1178, 2098, 1739)"
2780,"(723, 729, 2771, 5239)","(1151, 1333, 2098, 2237)"
2781,"(161, 498, 2876, 4888)","(372, 673, 1480, 1831)"
2782,"(1101, 4867, 2357, 5472)","(1115, 4874, 1628, 5344)"
2783,"(105, 1515, 2652, 5267)","(856, 1508, 2245, 2855)"
2784,"(400, 2988, 1831, 5472)","(400, 2981, 1361, 4089)"
2785,"(1368, 2511, 3648, 5472)","(2659, 2511, 3648, 3787)"
2786,"(1252, 842, 2778, 3231)","(1347, 874, 1968, 1958)"
2787,"(2210, 368, 4777, 3648)","(3536, 368, 4767, 1600)"
2788,"(1273, 274, 2831, 3136)","(1305, 295, 2241, 1442)"
2789,"(2136, 400, 4578, 3648)","(3325, 410, 4567, 1589)"
2790,"(1421, 158, 2841, 3231)","(1631, 189, 2610, 1263)"
2791,"(2073, 526, 4567, 3648)","(3441, 537, 4567, 1684)"
2792,"(217, 1333, 1389, 4601)","(751, 1375, 1389, 2504)"
2793,"(1684, 1578, 3648, 4952)","(1922, 1599, 2603, 2848)"
2794,"(0, 1024, 463, 3886)","(0, 1017, 526, 1978)"
2795,"(919, 1031, 2827, 4264)","(1066, 1045, 1999, 2286)"
2796,"(435, 1564, 1649, 4391)","(821, 1585, 1628, 2672)"
2797,"(1508, 1452, 3648, 4685)","(1501, 1424, 2645, 2448)"
2798,"(284, 810, 2715, 3210)","(1000, 937, 1852, 1863)"
2799,"(2946, 442, 4651, 3610)","(3283, 495, 4199, 1663)"
2800,"(0, 505, 2157, 3648)","(1010, 495, 1894, 1526)"
2801,"(2420, 684, 4020, 3648)","(2662, 695, 3515, 1863)"
2802,"(0, 421, 2326, 3221)","(295, 432, 1231, 1452)"
2803,"(2599, 631, 4230, 3648)","(2883, 621, 3599, 1737)"
2804,"(2810, 147, 5472, 3648)","(3925, 1558, 5030, 2600)"
2805,"(2073, 421, 3746, 3648)","(2305, 453, 3336, 1652)"
2806,"(189, 1347, 3613, 4825)","(1242, 1347, 2399, 2616)"
2807,"(239, 1164, 3599, 4566)","(1235, 1199, 2336, 2455)"
2808,"(1347, 389, 4483, 3637)","(2515, 400, 3588, 1673)"
2809,"(1515, 147, 4998, 3648)","(2852, 389, 4030, 1663)"
2810,"(337, 0, 3767, 3136)","(1926, 53, 3167, 1263)"
2811,"(435, 1361, 3648, 4755)","(1284, 1382, 2497, 2672)"
2812,"(716, 1915, 2975, 4187)","(1452, 1929, 2196, 2728)"
2813,"(666, 1915, 3311, 4426)","(1550, 1999, 2441, 2932)"
2814,"(723, 2118, 3339, 4615)","(1578, 2216, 2420, 3156)"
2815,"(758, 1915, 2666, 4545)","(996, 1929, 1768, 2819)"
2816,"(316, 1389, 3052, 5274)","(1333, 1389, 2750, 2693)"
2817,"(421, 3149, 2504, 5472)","(688, 3149, 1635, 4005)"
2818,"(772, 540, 2897, 4201)","(1873, 568, 2897, 1803)"
2819,"(274, 1852, 3136, 5330)","(1284, 1887, 2715, 3430)"
2820,"(379, 3156, 2687, 5472)","(716, 3156, 1656, 4117)"
2821,"(645, 722, 3031, 2960)","(1915, 722, 3017, 1971)"
2822,"(330, 1312, 3248, 4797)","(1256, 1711, 2764, 3135)"
2823,"(407, 2693, 2504, 5472)","(765, 2714, 1733, 3570)"
2824,"(638, 231, 3024, 2448)","(1985, 210, 3052, 1627)"
2825,"(344, 1508, 3206, 4910)","(1522, 1508, 2897, 3079)"
2826,"(414, 2862, 2771, 5472)","(716, 2841, 1663, 3773)"
2827,"(463, 337, 2953, 2848)","(1852, 365, 2932, 1599)"
2828,"(463, 1150, 3402, 4622)","(1319, 1697, 2771, 3030)"
2829,"(610, 2581, 2862, 5472)","(1024, 2588, 1971, 3549)"
2830,"(659, 175, 3115, 2504)","(2041, 168, 3136, 1536)"
2831,"(519, 1669, 3508, 5239)","(996, 2076, 2392, 3507)"
2832,"(652, 3156, 2932, 5472)","(1179, 3163, 2119, 4089)"
2833,"(723, 652, 3262, 2967)","(2147, 652, 3234, 2006)"
2834,"(260, 975, 3129, 4348)","(1270, 1101, 2596, 2637)"
2835,"(463, 2300, 2862, 5472)","(695, 2272, 1684, 3149)"
2836,"(330, 0, 2638, 2286)","(1403, 0, 2434, 1185)"
2837,"(1547, 1231, 3062, 2947)","(2094, 1884, 3031, 2926)"
2838,"(2610, 789, 4157, 2852)","(2652, 831, 3188, 1600)"
2839,"(1947, 1484, 3409, 3094)","(2168, 2221, 3125, 3063)"
2840,"(2904, 1063, 4514, 3084)","(3020, 1095, 3515, 1873)"
2841,"(1694, 1410, 3125, 3084)","(2262, 1726, 3146, 2673)"
2842,"(2810, 1021, 4283, 3042)","(2789, 1010, 3357, 1768)"
2843,"(778, 673, 3648, 5190)","(870, 680, 2231, 2083)"
2844,"(2742, 0, 3648, 1057)",
2845,"(954, 2027, 3243, 4019)","(1108, 2041, 1691, 2665)"
2846,"(968, 1597, 3648, 4101)","(989, 1620, 1761, 2357)"
2847,"(891, 1466, 2582, 3956)","(1761, 1459, 2526, 2300)"
2848,"(232, 1838, 1368, 3886)","(856, 1831, 1354, 2293)"
2849,"(695, 1908, 2357, 4426)","(1452, 1908, 2294, 2763)"
2850,"(1312, 722, 2063, 2265)","(1452, 729, 1978, 1192)"
2851,"(309, 2027, 1740, 4636)","(330, 2041, 1010, 2855)"
2852,"(1410, 1901, 2357, 3437)","(1943, 2869, 2350, 3423)"
2853,"(737, 1185, 3424, 3921)","(1494, 1178, 2427, 2048)"
2854,"(561, 1620, 3452, 4447)","(1214, 1620, 2091, 2518)"
2855,"(540, 1543, 2161, 5472)","(1179, 2027, 2161, 3002)"
2856,"(1172, 2602, 3045, 5043)","(2217, 2602, 3031, 3591)"
2857,"(547, 1564, 1964, 5472)","(765, 1564, 1733, 2539)"
2858,"(1144, 2237, 3101, 4671)","(2357, 2209, 3087, 3219)"
2859,"(645, 1403, 2070, 5106)","(870, 1410, 1852, 2364)"
2860,"(786, 1795, 3213, 4545)","(2476, 1781, 3241, 2791)"
2861,"(477, 1697, 1824, 5365)","(645, 1683, 1705, 2686)"
2862,"(723, 1739, 3024, 4980)","(2364, 1739, 3031, 2742)"
2863,"(505, 1655, 1852, 5472)","(737, 1683, 1670, 2630)"
2864,"(1228, 1795, 3304, 4783)","(2512, 1760, 3311, 2848)"
2865,"(253, 1340, 1614, 5162)","(561, 1319, 1607, 2413)"
2866,"(989, 1704, 3052, 4903)","(2273, 1718, 3059, 2841)"
2867,"(281, 1143, 1754, 5176)","(526, 1164, 1543, 2216)"
2868,"(1024, 1788, 3185, 5225)","(2357, 1788, 3213, 2834)"
2869,"(456, 1283, 1817, 5183)","(688, 1291, 1600, 2322)"
2870,"(982, 1803, 3192, 5239)","(2364, 1831, 3199, 2841)"
2871,"(1158, 779, 2768, 3648)","(1557, 779, 2515, 1810)"
2872,"(2094, 1400, 3988, 3648)","(3294, 1379, 4020, 2358)"
2873,"(1084, 432, 2483, 3648)","(1526, 474, 2536, 1431)"
2874,"(1578, 1168, 3841, 3648)","(3094, 1179, 3830, 2084)"
2875,"(168, 0, 1557, 2431)","(495, 0, 726, 747)"
2876,"(1778, 579, 4272, 3505)","(3052, 1452, 3862, 2305)"
2877,"(1431, 568, 3988, 3421)","(3073, 1410, 3883, 2252)"
2878,"(2262, 684, 4620, 3210)","(3083, 747, 3830, 1568)"
2879,"(2189, 1063, 4525, 3189)","(2936, 1231, 3746, 1968)"
2880,"(905, 1459, 2743, 3731)","(1129, 1445, 1747, 2111)"
2881,"(884, 1711, 2652, 3626)","(1165, 1725, 1824, 2385)"
2882,"(1820, 684, 3473, 2768)","(2284, 684, 2936, 1337)"
2883,"(1820, 800, 3630, 2852)","(2105, 800, 2820, 1442)"
2884,"(1915, 968, 3725, 2957)","(1978, 968, 2620, 1621)"
2885,"(2010, 853, 3725, 2757)","(2578, 853, 3178, 1495)"
2886,"(1852, 674, 3536, 2768)","(2273, 716, 2852, 1273)"
2887,"(1463, 842, 3494, 2147)","(1473, 842, 1884, 1316)"
2888,"(210, 463, 2455, 5472)","(484, 463, 1375, 1361)"
2889,"(0, 547, 2252, 3963)","(1550, 554, 2224, 1326)"
2890,"(1663, 2069, 3115, 5472)","(2013, 2069, 2834, 2791)"
2891,"(526, 1276, 2413, 5472)","(1557, 1291, 2413, 2413)"
2892,"(1656, 1894, 3178, 4545)","(2168, 1908, 2841, 2399)"
2893,"(1333, 779, 3648, 4110)","(2231, 764, 3157, 1852)"
2894,"(1284, 1781, 2932, 4369)","(1529, 1817, 2427, 2560)"
2895,"(835, 449, 3283, 4257)","(1754, 428, 2799, 1606)"
2896,"(3297, 1781, 3648, 3963)","(3367, 1767, 3648, 2350)"
2897,"(1136, 1908, 2841, 4440)","(1494, 1908, 2273, 2644)"
2898,"(786, 708, 3220, 4264)","(1831, 694, 2855, 1873)"
2899,"(3206, 1753, 3648, 4159)","(3318, 1788, 3648, 2532)"
2900,"(2515, 895, 4093, 2821)","(2536, 895, 3167, 1579)"
2901,"(2252, 874, 3988, 2915)","(2557, 895, 3188, 1631)"
2902,"(1768, 2125, 3066, 3963)","(1775, 2216, 2441, 2848)"
2903,"(1214, 2062, 3059, 3970)","(1775, 2223, 2413, 2862)"
2904,"(2326, 1126, 4230, 2978)","(3041, 1210, 3662, 1863)"
2905,"(2568, 789, 4472, 2684)","(3283, 884, 3872, 1558)"
2906,"(2483, 937, 4399, 2800)","(3188, 989, 3767, 1663)"
2907,"(2357, 484, 4230, 2621)","(3115, 484, 3820, 1179)"
2908,"(2041, 474, 3452, 2558)","(2041, 463, 2715, 1189)"
